code,description,periods,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,restrict_types,permit_no
R8-CLZPLZX-9,"30 M CLZ, 7-11A EXC SUN-HOL, USE PS EXC WITH PERMIT, PLZ 11A-2A, TAZ",,,0,2,2,,,,,,,,1,,dropoff,
R8-CLZPLZX-10,30 M CLZ 7AM-6PM EXC SUN-HOL PLZ 6PM-7AM EVERYDAY,,30,7,18,11,1,1,1,1,1,1,,,,permit,commercial
R8-CLZPLZX-10,30 M CLZ 7AM-6PM EXC SUN-HOL PLZ 6PM-7AM EVERYDAY,,,18,24,6,,,,,,,,1,,dropoff,
R8-CLZPLZX-10,30 M CLZ 7AM-6PM EXC SUN-HOL PLZ 6PM-7AM EVERYDAY,,,0,7,7,,,,,,,,1,,dropoff,
R8-CLZSTX,"30 M CLZ 9A-3P 6-8P,MON-FRI,7A-8P,SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,30,9,15,6,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX,"30 M CLZ 9A-3P 6-8P,MON-FRI,7A-8P,SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,30,18,20,2,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX,"30 M CLZ 9A-3P 6-8P,MON-FRI,7A-8P,SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX,"30 M CLZ 9A-3P 6-8P,MON-FRI,7A-8P,SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-CLZSTX,"30 M CLZ 9A-3P 6-8P,MON-FRI,7A-8P,SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,,15,18,3,1,1,1,1,1,,,,,,
R8-CLZSTX-1,30 M CLZ 6AM-6PM EXC SUN-HOL NO STOPS AT OTHER TIMES TAZ,,30,6,18,12,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-1,30 M CLZ 6AM-6PM EXC SUN-HOL NO STOPS AT OTHER TIMES TAZ,,,6,18,12,,,,,,,1,,,,
R8-CLZSTX-1,30 M CLZ 6AM-6PM EXC SUN-HOL NO STOPS AT OTHER TIMES TAZ,,,0,6,6,,,,,,,,1,,,
R8-CLZSTX-1,30 M CLZ 6AM-6PM EXC SUN-HOL NO STOPS AT OTHER TIMES TAZ,,,18,24,6,,,,,,,,1,,,
R8-CLZSTX-2,"30 M CLZ 9AM-3PM 7-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL",,30,9,15,6,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-2,"30 M CLZ 9AM-3PM 7-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL",,30,19,20,1,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-2,"30 M CLZ 9AM-3PM 7-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL",,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-2,"30 M CLZ 9AM-3PM 7-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-CLZSTX-2,"30 M CLZ 9AM-3PM 7-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-CLZSTX-3,"30 M CLZ 9A-3P MON-FRI 8A-6P SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,30,9,15,6,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-3,"30 M CLZ 9A-3P MON-FRI 8A-6P SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,30,8,18,10,,,,,,1,,,,permit,commercial
R8-CLZSTX-3,"30 M CLZ 9A-3P MON-FRI 8A-6P SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,dropoff,
R8-CLZSTX-3,"30 M CLZ 9A-3P MON-FRI 8A-6P SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,dropoff,
R8-CLZSTX-4,"30 M CLZ 9A-3P EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,30,9,15,6,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-4,"30 M CLZ 9A-3P EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-CLZSTX-4,"30 M CLZ 9A-3P EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-CLZSTX-5,"30 M CLZ 7AM-3PM 7-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 3-7PM EXC SAT-SUN-HOL",,30,7,15,8,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-5,"30 M CLZ 7AM-3PM 7-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 3-7PM EXC SAT-SUN-HOL",,30,19,20,1,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-5,"30 M CLZ 7AM-3PM 7-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 3-7PM EXC SAT-SUN-HOL",,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-5,"30 M CLZ 7AM-3PM 7-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 3-7PM EXC SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-CLZSTX-6,"30 M CLZ 6AM-6PM EXC SUN-HOL USE PS EXC WITH PERMIT, TAZ",,30,6,18,12,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-7,"30 M CLZ 7A-4P EXC SUN-HOL, USE PS EXCEPT WITH PERMIT, NO STOPS 4-6P EXC SAT-SUN-HOL",,30,7,16,9,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-7,"30 M CLZ 7A-4P EXC SUN-HOL, USE PS EXCEPT WITH PERMIT, NO STOPS 4-6P EXC SAT-SUN-HOL",,,16,18,2,1,1,1,1,1,,,,,,
R8-CLZSTX-8,"30 M CLZ 7A-4P 4-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT, NO STOPS 4-6P EXC SAT-SUN-HOL",,30,7,16,9,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-8,"30 M CLZ 7A-4P 4-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT, NO STOPS 4-6P EXC SAT-SUN-HOL",,30,16,20,4,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-8,"30 M CLZ 7A-4P 4-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT, NO STOPS 4-6P EXC SAT-SUN-HOL",,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-8,"30 M CLZ 7A-4P 4-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT, NO STOPS 4-6P EXC SAT-SUN-HOL",,,16,18,2,1,1,1,1,1,,,,,,
R8-CLZSTX-9,"30 M CLZ 7A-3P EXC SUN-HOL USE PS EXC WITH PERMIT, NO STOPS 3-7P EXC SAT-SUN-HOL",,30,7,15,8,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-9,"30 M CLZ 7A-3P EXC SUN-HOL USE PS EXC WITH PERMIT, NO STOPS 3-7P EXC SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-CLZSTX-10,"30 M CLZ 7AM-4PM 6-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 4-6PM EXC SAT-SUN-HOL",,30,7,16,9,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-10,"30 M CLZ 7AM-4PM 6-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 4-6PM EXC SAT-SUN-HOL",,30,18,20,2,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-10,"30 M CLZ 7AM-4PM 6-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 4-6PM EXC SAT-SUN-HOL",,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-10,"30 M CLZ 7AM-4PM 6-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 4-6PM EXC SAT-SUN-HOL",,,16,18,2,1,1,1,1,1,,,,,,
R8-CLZSTX-11,"30 M CLZ 9A-8P MON-FRI 7A-8P SAT, USE PS EXC WITH PERMIT,NO STOPS 7-9A EXC SAT SUN HOL,TAZ",,30,9,20,11,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-11,"30 M CLZ 9A-8P MON-FRI 7A-8P SAT, USE PS EXC WITH PERMIT,NO STOPS 7-9A EXC SAT SUN HOL,TAZ",,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-11,"30 M CLZ 9A-8P MON-FRI 7A-8P SAT, USE PS EXC WITH PERMIT,NO STOPS 7-9A EXC SAT SUN HOL,TAZ",,,7,9,2,1,1,1,1,1,,,,,,
R8-CLZSTX-12,"30 M CLZ 7AM-3PM MON-FRI, 7AM-6PM SAT, USE PS EXC WITH PERMIT, NO STOPS 3-7PM EXC SAT-SUN-HOL",,30,6,16,10,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-12,"30 M CLZ 7AM-3PM MON-FRI, 7AM-6PM SAT, USE PS EXC WITH PERMIT, NO STOPS 3-7PM EXC SAT-SUN-HOL",,30,7,18,11,,,,,,1,,,,permit,commercial
R8-CLZSTX-12,"30 M CLZ 7AM-3PM MON-FRI, 7AM-6PM SAT, USE PS EXC WITH PERMIT, NO STOPS 3-7PM EXC SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-CLZSTX-13,"30 M CLZ 9A-6P EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS 6-9A EXC SAT-SUN-HOL",,30,9,18,9,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-13,"30 M CLZ 9A-6P EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS 6-9A EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-CLZSTX-14,"30 M CLZ 7A-3P 6-8P MON-FRI 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 3-6P EXC SAT-SUN-HOL",,30,7,15,8,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-14,"30 M CLZ 7A-3P 6-8P MON-FRI 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 3-6P EXC SAT-SUN-HOL",,30,18,20,2,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-14,"30 M CLZ 7A-3P 6-8P MON-FRI 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 3-6P EXC SAT-SUN-HOL",,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-14,"30 M CLZ 7A-3P 6-8P MON-FRI 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 3-6P EXC SAT-SUN-HOL",,,15,18,3,1,1,1,1,1,,,,,,
R8-CLZSTX-15,30 M CLZ 9A-4P 6-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL,,30,9,16,7,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-15,30 M CLZ 9A-4P 6-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL,,30,18,20,2,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-15,30 M CLZ 9A-4P 6-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL,,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-15,30 M CLZ 9A-4P 6-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,,
R8-CLZSTX-15,30 M CLZ 9A-4P 6-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL,,,16,18,2,1,1,1,1,1,,,,,,
R8-CLZSTX-16,30 M CLZ 9AM-8PM MON-FRI 7AM-8PM SAT NO STOPS 7-9AM EXCEPT SAT-SUN-HOL,,30,9,20,11,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-16,30 M CLZ 9AM-8PM MON-FRI 7AM-8PM SAT NO STOPS 7-9AM EXCEPT SAT-SUN-HOL,,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-16,30 M CLZ 9AM-8PM MON-FRI 7AM-8PM SAT NO STOPS 7-9AM EXCEPT SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,,
R8-CLZSTX-17,"30 M CLZ 9A-3P 7-8PM,MON-FRI,8AM-8PM,SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,30,9,15,6,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-17,"30 M CLZ 9A-3P 7-8PM,MON-FRI,8AM-8PM,SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,30,19,20,1,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-17,"30 M CLZ 9A-3P 7-8PM,MON-FRI,8AM-8PM,SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,30,8,20,12,,,,,,1,,,,permit,commercial
R8-CLZSTX-17,"30 M CLZ 9A-3P 7-8PM,MON-FRI,8AM-8PM,SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-CLZSTX-17,"30 M CLZ 9A-3P 7-8PM,MON-FRI,8AM-8PM,SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-CLZSTX-18,"30 M CLZ 9AM-3PM 6-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9AM 3-6PM EXC SAT-SUN-HOL",,30,9,15,6,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-18,"30 M CLZ 9AM-3PM 6-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9AM 3-6PM EXC SAT-SUN-HOL",,30,18,20,2,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-18,"30 M CLZ 9AM-3PM 6-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9AM 3-6PM EXC SAT-SUN-HOL",,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-18,"30 M CLZ 9AM-3PM 6-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9AM 3-6PM EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-CLZSTX-18,"30 M CLZ 9AM-3PM 6-8PM, MON-FRI, 7AM-8PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9AM 3-6PM EXC SAT-SUN-HOL",,,15,18,3,1,1,1,1,1,,,,,,
R8-CLZSTX-19,30 M CLZ 7AM-3PM 7-8PM MON-FRI 7AM-8PM SAT NO STOPS 3-7PM EXCEPT SAT-SUN-HOL,,30,7,15,8,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-19,30 M CLZ 7AM-3PM 7-8PM MON-FRI 7AM-8PM SAT NO STOPS 3-7PM EXCEPT SAT-SUN-HOL,,30,19,20,1,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-19,30 M CLZ 7AM-3PM 7-8PM MON-FRI 7AM-8PM SAT NO STOPS 3-7PM EXCEPT SAT-SUN-HOL,,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-19,30 M CLZ 7AM-3PM 7-8PM MON-FRI 7AM-8PM SAT NO STOPS 3-7PM EXCEPT SAT-SUN-HOL,,,15,19,4,1,1,1,1,1,,,,,,
R8-CLZSTX-20,"30 M CLZ 9A-4P 6-8P MON-FRI, 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL",,30,9,16,7,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-20,"30 M CLZ 9A-4P 6-8P MON-FRI, 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL",,30,18,20,2,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-20,"30 M CLZ 9A-4P 6-8P MON-FRI, 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL",,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-20,"30 M CLZ 9A-4P 6-8P MON-FRI, 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,,
R8-CLZSTX-20,"30 M CLZ 9A-4P 6-8P MON-FRI, 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL",,,16,18,2,1,1,1,1,1,,,,,,
R8-CLZSTX-21,"30 M CLZ 9AM-6PM, EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS, 6-9AM, EXCEPT SAT-SUN-HOL",,30,9,18,9,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-21,"30 M CLZ 9AM-6PM, EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS, 6-9AM, EXCEPT SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-CLZSTX-22,"30 M CLZ 9A-6P EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS 7-9A EXC SAT-SUN-HOL",,30,9,18,9,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-22,"30 M CLZ 9A-6P EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS 7-9A EXC SAT-SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,,
R8-CLZSTX-23,"30 M CLZ 7AM-8PM USE PS EXC WITH PERMIT, NO STOPS AT OTHER TIMES TAZ",,30,7,20,13,,,,,,,,1,,permit,commercial
R8-CLZSTX-23,"30 M CLZ 7AM-8PM USE PS EXC WITH PERMIT, NO STOPS AT OTHER TIMES TAZ",,,0,7,7,,,,,,,,1,,,
R8-CLZSTX-23,"30 M CLZ 7AM-8PM USE PS EXC WITH PERMIT, NO STOPS AT OTHER TIMES TAZ",,,20,24,4,,,,,,,,1,,,
R8-CLZSTX-24,"30 M CLZ 7A-3P 7-8P MON-FRI 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 3-7P EXC SAT-SUN-HOL",,30,7,15,8,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-24,"30 M CLZ 7A-3P 7-8P MON-FRI 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 3-7P EXC SAT-SUN-HOL",,30,19,20,1,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-24,"30 M CLZ 7A-3P 7-8P MON-FRI 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 3-7P EXC SAT-SUN-HOL",,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-24,"30 M CLZ 7A-3P 7-8P MON-FRI 7A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 3-7P EXC SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-CLZSTX-25,"30 M CLZ 9AM-3PM MON-FRI, 7AM-6PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,30,9,15,6,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-25,"30 M CLZ 9AM-3PM MON-FRI, 7AM-6PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,30,7,18,11,,,,,,1,,,,permit,commercial
R8-CLZSTX-25,"30 M CLZ 9AM-3PM MON-FRI, 7AM-6PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-CLZSTX-25,"30 M CLZ 9AM-3PM MON-FRI, 7AM-6PM SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,,15,18,3,1,1,1,1,1,,,,,,
R8-CLZSTX-26,30 M CLZ 9AM-8PM MON-FRI 7AM-8PM SAT USE PS EXC WITH PERMIT NO STOPS 7-9AM EXCEPT SAT-SUN-HOL,,30,9,20,11,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-26,30 M CLZ 9AM-8PM MON-FRI 7AM-8PM SAT USE PS EXC WITH PERMIT NO STOPS 7-9AM EXCEPT SAT-SUN-HOL,,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-26,30 M CLZ 9AM-8PM MON-FRI 7AM-8PM SAT USE PS EXC WITH PERMIT NO STOPS 7-9AM EXCEPT SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,,
R8-CLZSTX-27,"30 M CLZ 9A-6P EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS 7-9A EXC SAT-SUN-HOL",,30,9,18,9,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-27,"30 M CLZ 9A-6P EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS 7-9A EXC SAT-SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,,
R8-CLZSTX-28,"30 M CLZ 5AM-6PM EXC SUN-HOL USE PS EXC WITH PERMIT, TAZ",,30,5,18,13,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-29,"30 M CLZ 9A-6P EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS 6-9A EXC SAT-SUN-HOL",,30,9,18,9,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-29,"30 M CLZ 9A-6P EXC SUN-HOL, USE PS EXC WITH PERMIT, NO STOPS 6-9A EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-CLZSTX-30,"30 M CLZ 9-11AM MON-SAT USE PS EXC WITH PERMIT, NO STOPS @ OTHER TIMES TAZ",,30,9,11,2,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-30,"30 M CLZ 9-11AM MON-SAT USE PS EXC WITH PERMIT, NO STOPS @ OTHER TIMES TAZ",,,0,9,9,1,1,1,1,1,1,,,,,
R8-CLZSTX-30,"30 M CLZ 9-11AM MON-SAT USE PS EXC WITH PERMIT, NO STOPS @ OTHER TIMES TAZ",,,11,24,13,1,1,1,1,1,1,,,,,
R8-CLZSTX-30,"30 M CLZ 9-11AM MON-SAT USE PS EXC WITH PERMIT, NO STOPS @ OTHER TIMES TAZ",,,0,24,24,,,,,,,1,,,,
R8-CLZSTX-31,"30 M CLZ 7A-6P MON-SAT USE PS EXC WITH PERMIT, NO STOPS @ OTHER TIMES TAZ",,30,7,18,11,1,1,1,1,1,1,,,,permit,commercial
R8-CLZSTX-31,"30 M CLZ 7A-6P MON-SAT USE PS EXC WITH PERMIT, NO STOPS @ OTHER TIMES TAZ",,,0,7,7,1,1,1,1,1,1,,,,,
R8-CLZSTX-31,"30 M CLZ 7A-6P MON-SAT USE PS EXC WITH PERMIT, NO STOPS @ OTHER TIMES TAZ",,,18,24,6,1,1,1,1,1,1,,,,,
R8-CLZSTX-31,"30 M CLZ 7A-6P MON-SAT USE PS EXC WITH PERMIT, NO STOPS @ OTHER TIMES TAZ",,,0,24,24,,,,,,,1,,,,
R8-CLZSTX-32,30 M CLZ 9A-4P 6-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL,,30,9,16,7,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-32,30 M CLZ 9A-4P 6-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL,,30,18,20,2,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-32,30 M CLZ 9A-4P 6-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL,,30,7,20,13,,,,,,1,,,,permit,commercial
R8-CLZSTX-32,30 M CLZ 9A-4P 6-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,,
R8-CLZSTX-32,30 M CLZ 9A-4P 6-8P MON-FRI 7A-8P SAT USE PS EXC WITH PERMIT NO STOPS 7-9A 4-6P EXC SAT-SUN-HOL,,,16,18,2,1,1,1,1,1,,,,,,
R8-CLZSTX-33,"30 M CLZ 9A-3P 7-8PM MON-FRI, 8A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,30,9,15,6,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-33,"30 M CLZ 9A-3P 7-8PM MON-FRI, 8A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,30,19,20,1,1,1,1,1,1,,,,,permit,commercial
R8-CLZSTX-33,"30 M CLZ 9A-3P 7-8PM MON-FRI, 8A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,30,8,20,12,,,,,,1,,,,permit,commercial
R8-CLZSTX-33,"30 M CLZ 9A-3P 7-8PM MON-FRI, 8A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-CLZSTX-33,"30 M CLZ 9A-3P 7-8PM MON-FRI, 8A-8P SAT, USE PS EXC WITH PERMIT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-CLZSTX-34,30 M CLZ 9AM-4PM 6-8PM MON-FRI 7AM-8PM SAT NO STOPS 7-9AM 4-6PM EXCEPT SAT-SUN-HOL,,30,9,16,7,1,1,1,1,1,,,,,permit,commercial
